college_name,city,district,state,country,college_type,ownership,established_year,official_website,official_admission_url,ug_fee_inr,pg_fee_inr,Rating,Academic,Faculty,Infrastructure,Accommodation,Placement,Social_Life,nirf_2025_rank,College_Name,State,UG_fee,PG_fee,nirf_2025_ss,nirf_2025_fsr,nirf_2025_fqe,nirf_2025_fru,nirf_2025_pu,nirf_2025_qp,nirf_2025_ipr,nirf_2025_fppp,nirf_2025_gph,nirf_2025_gue,nirf_2025_ms,nirf_2025_gphd,affiliation,autonomous_status,naac_grade,accreditation,official_contact_email,official_phone,address,maps_url,campus_area_acres,hostel_available,hostel_fee_inr,library_available,labs_available,sports_facilities,clubs_societies,average_package_lpa,highest_package_lpa,median_package_lpa,placement_rate_percent,placement_year,recruiter_count,top_recruiters,internship_info,placement_source_url,placement_source_year,review_score_5,review_count,review_source,review_source_url,review_year,courses,popular_branches,degree_types,course_duration,entrance_exams,eligibility,cutoff_info,admission_process,application_url,fees_source_url,fees_source_year,college_description,pros,cons,collegeiq_score,data_last_verified,existing_dataset_source,nirf_source,data_status,online_verification_status,online_verification_note
Thapar Institute of Engineering and Technology,,,Punjab,India,,,,,,324800,200600,8.3,8.0,7.7,8.9,8.1,8.2,8.8,29,Thapar Institute of Engineering and Technology ,Punjab,"3,24,800","2,00,600",18.0,25.88,15.92,15.31,20.13,25.72,4.0,1.01,33.34,15.0,15.55,939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Indian Institute of Technology,,,Punjab,India,,,,,,219800,39970,8.5,8.5,8.2,9.1,8.1,8.4,8.9,,Indian Institute of Technology ,Punjab,"2,19,800","39,970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Panjab University,,,Punjab,India,,,,,,96300,27500,7.7,8.2,8.0,7.7,7.7,6.5,8.2,93,Panjab University ,Punjab,"96,300","27,500",11.22,17.69,10.31,8.36,19.64,20.2,125.0,3.37,27.72,12.61,13.1,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Punjab Engineering College University of Technology,,,Punjab,India,,,,,,96750,93500,8.0,7.9,7.6,7.7,7.3,8.4,9.0,,Punjab Engineering College University of Technology ,Punjab,"96,750","93,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
I.K. Gujral Punjab Technical University,,,Punjab,India,,,,,,88750,83150,8.1,8.0,8.7,8.3,7.4,7.7,8.7,,I.K. Gujral Punjab Technical University ,Punjab,"88,750","83,150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Dr BR Ambedkar National Institute of Technology,,,Punjab,India,,,,,,676000,228000,7.9,8.0,7.6,8.0,7.7,8.0,8.3,,Dr BR Ambedkar National Institute of Technology ,Punjab,"6,76,000","2,28,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"University Institute of Engineering, Chandigarh University",,,Punjab,India,,,,,,160000,80000,8.4,8.6,8.1,8.7,7.9,8.7,8.3,,"University Institute of Engineering, Chandigarh University ",Punjab,"1,60,000","80,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Sant Longowal Institute of Engineering and Technology,,,Punjab,India,,,,,,81000,58000,7.6,7.7,7.5,8.4,7.1,6.5,8.1,79,Sant Longowal Institute of Engineering and Technology ,Punjab,"81,000","58,000",10.0,30.0,15.82,22.29,11.78,13.9,1.0,0.15,24.88,15.0,8.66,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Chitkara University,,,Punjab,India,,,,,,666000,,8.5,8.4,8.5,8.9,7.7,8.7,8.7,89,Chitkara University ,Punjab,"6,66,000",--,13.34,16.96,10.01,10.67,17.94,20.4,11.0,0.13,21.32,15.0,12.11,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Chandigarh Group of Colleges,,,Punjab,India,,,,,,94000,95000,8.1,8.0,8.0,8.3,7.4,8.6,8.4,,Chandigarh Group of Colleges ,Punjab,"94,000","95,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"RIMT University, Gobindgarh",,,Punjab,India,,,,,,135000,76500,7.6,7.9,7.8,8.0,7.3,6.7,7.8,,"RIMT University, Gobindgarh ",Punjab,"1,35,000","76,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
National Institute of Technical Teachers Training and,,,Punjab,India,,,,,,44696,24500,7.7,7.7,8.6,7.7,6.7,7.7,8.0,,National Institute of Technical Teachers Training and ,Punjab,"44,696","24,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Guru Kashi University, Bathinda",,,Punjab,India,,,,,,92680,92100,7.5,7.4,8.0,7.2,7.2,7.2,7.8,,"Guru Kashi University, Bathinda ",Punjab,"92,680","92,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
University Institute of Engineering and Technology -[UIET],,,Punjab,India,,,,,,82197,16160,7.4,7.5,7.4,7.0,7.5,7.0,8.2,,"University Institute of Engineering and Technology -[UIET], ",Punjab,"82,197","16,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Rayat Bahra University, Mohali",,,Punjab,India,,,,,,100000,40000,7.7,7.8,8.0,7.7,7.4,7.4,7.6,,"Rayat Bahra University, Mohali ",Punjab,"1,00,000","40,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"DAV University, Jalandhar",,,Punjab,India,,,,,,136000,87500,7.9,8.4,8.4,7.0,7.0,8.0,8.5,,"DAV University, Jalandhar ",Punjab,"1,36,000","87,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Plaksha, Mohali",,,Punjab,India,,,,,,690000,1270000,,,,,,,,,"Plaksha, Mohali ",Punjab,"6,90,000","12,70,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Chandigarh Engineering College,,,Punjab,India,,,,,,94000,95000,7.9,7.8,7.7,8.2,7.3,8.5,8.0,,Chandigarh Engineering College ,Punjab,"94,000","95,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Sant Baba Bhag Singh University,,,Punjab,India,,,,,,82500,103300,8.5,9.0,8.6,8.0,8.2,8.5,8.6,,Sant Baba Bhag Singh University ,Punjab,"82,500","1,03,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Chandigarh College of Engineering and Technology,,,Punjab,India,,,,,,64240,,6.9,7.2,7.1,6.9,6.4,6.5,7.3,,Chandigarh College of Engineering and Technology ,Punjab,"64,240",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Global Institute, Amritsar",,,Punjab,India,,,,,,318000,125000,8.3,8.0,8.7,8.8,8.2,7.9,8.3,,"Global Institute, Amritsar ",Punjab,"3,18,000","1,25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Maharaja Ranjit Singh Punjab Technical University, Bathinda",,,Punjab,India,,,,,,170600,85600,8.2,8.6,8.4,8.2,7.8,8.1,8.2,,"Maharaja Ranjit Singh Punjab Technical University, Bathinda ",Punjab,"1,70,600","85,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Amritsar College of Engineering and Technology,,,Punjab,India,,,,,,403024,143623,7.4,7.3,7.6,7.7,6.7,7.3,7.7,,Amritsar College of Engineering and Technology ,Punjab,"4,03,024","1,43,623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Guru Nanak Dev Engineering College,,,Punjab,India,,,,,,98689,90574,7.7,7.9,7.8,7.9,7.2,7.4,7.9,,Guru Nanak Dev Engineering College ,Punjab,"98,689","90,574",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Sri Guru Granth Sahib World University,,,Punjab,India,,,,,,104000,68000,8.8,8.6,9.0,9.1,9.0,8.4,8.7,,Sri Guru Granth Sahib World University ,Punjab,"1,04,000","68,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Baba Banda Singh Bahadur Engineering College,,,Punjab,India,,,,,,90000,90000,8.1,8.3,8.6,8.8,7.6,7.0,8.0,,Baba Banda Singh Bahadur Engineering College ,Punjab,"90,000","90,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Indian Institute of Technology,,,West bengal,India,,,,,,82070,231500,8.5,8.8,8.2,8.9,7.2,8.8,9.0,,Indian Institute of Technology ,West bengal,"82,070","2,31,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Jadavpur University,,,West bengal,India,,,,,,2400,24000,8.4,9.0,8.5,8.1,7.6,8.4,9.0,18,Jadavpur University ,West bengal,"2,400","24,000",18.25,29.14,18.19,13.97,25.78,25.45,450.0,3.68,30.76,13.61,15.19,11.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Indian Institute of Engineering Science and Technology,,,West bengal,India,,,,,,70000,81500,8.0,8.3,7.9,7.9,7.7,7.5,8.4,,Indian Institute of Engineering Science and Technology ,West bengal,"70,000","81,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
National Institute of Technology,,,West bengal,India,,,,,,149100,94100,7.7,8.0,7.8,7.5,6.8,7.8,8.4,,National Institute of Technology ,West bengal,"1,49,100","94,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Institute of Engineering and Management,,,West bengal,India,,,,,,168400,,7.5,8.2,8.0,6.7,6.5,8.4,7.2,,Institute of Engineering and Management ,West bengal,"1,68,400",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Heritage Institute of Technology,,,West bengal,India,,,,,,116200,131100,7.8,7.9,7.8,8.4,7.0,7.6,8.2,,Heritage Institute of Technology ,West bengal,"1,16,200","1,31,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Maulana Abul Kalam Azad University of Technology,,,West bengal,India,,,,,,49000,81200,7.7,8.1,8.0,7.8,6.9,7.7,7.6,,Maulana Abul Kalam Azad University of Technology ,West bengal,"49,000","81,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Narula Institute of Technology,,,West bengal,India,,,,,,129800,122600,8.0,8.5,8.2,8.3,7.2,7.8,8.0,,Narula Institute of Technology ,West bengal,"1,29,800","1,22,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Haldia Institute of Technology,,,West bengal,India,,,,,,116350,104600,7.8,7.9,7.5,8.5,7.2,7.2,8.3,,Haldia Institute of Technology ,West bengal,"1,16,350","1,04,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Amity University, Kolkata",,,West bengal,India,,,,,,207000,158000,8.2,8.1,8.4,8.8,7.7,7.4,8.5,,"Amity University, Kolkata ",West bengal,"2,07,000","1,58,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Techno India University, Kolkata",,,West bengal,India,,,,,,89200,201000,8.0,8.2,8.2,8.1,7.4,7.8,8.4,,"Techno India University, Kolkata ",West bengal,"89,200","2,01,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Adamas University, Kolkata",,,West bengal,India,,,,,,172800,134850,8.2,8.3,8.5,9.0,7.5,7.8,7.8,,"Adamas University, Kolkata ",West bengal,"1,72,800","1,34,850",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Sister Nivedita University,,,West bengal,India,,,,,,149500,149500,8.2,8.2,8.9,7.9,7.6,7.8,8.7,,Sister Nivedita University ,West bengal,"1,49,500","1,49,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Asansol Engineering College,,,West bengal,India,,,,,,134068,108100,7.8,8.1,7.8,8.4,7.2,7.6,7.7,,Asansol Engineering College ,West bengal,"1,34,068","1,08,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
University of Engineering and Management,,,West bengal,India,,,,,,161200,150000,8.1,8.6,8.5,7.9,7.2,8.8,7.7,,University of Engineering and Management ,West bengal,"1,61,200","1,50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
JIS College of Engineering,,,West bengal,India,,,,,,129800,122600,7.9,8.1,8.4,8.1,7.2,7.8,8.0,,JIS College of Engineering ,West bengal,"1,29,800","1,22,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Kalyani Government Engineering College,,,West bengal,India,,,,,,16155,17855,7.9,8.1,8.0,7.8,7.6,7.4,8.4,,Kalyani Government Engineering College ,West bengal,"16,155","17,855",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Indian Institute of Information Technology,,,West bengal,India,,,,,,17120,202020,6.8,7.6,7.2,6.1,6.4,7.0,6.5,,Indian Institute of Information Technology ,West bengal,"17,120","2,02,020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
The Neotia University,,,West bengal,India,,,,,,144000,98000,8.2,8.7,8.5,8.2,7.5,7.8,8.6,,The Neotia University ,West bengal,"1,44,000","98,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Bengal Institute of Technology,,,West bengal,India,,,,,,,,7.4,7.9,7.5,7.1,6.0,7.7,8.2,,Bengal Institute of Technology ,West bengal,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Siliguri Institute of Technology,,,West bengal,India,,,,,,393000,54000,7.8,7.9,8.0,8.3,7.1,7.2,8.2,,Siliguri Institute of Technology ,West bengal,"3,93,000","54,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"University Institute of Technology, University Of Burdwan",,,West bengal,India,,,,,,71200,26000,6.5,7.0,7.2,6.6,5.9,5.4,6.6,,"University Institute of Technology, University Of Burdwan ",West bengal,"71,200","26,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Jalpaiguri Government Engineering College,,,West bengal,India,,,,,,14877,51916,7.8,7.8,7.8,7.4,7.9,7.3,8.8,,Jalpaiguri Government Engineering College ,West bengal,"14,877","51,916",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Techno India Salt Lake, Kolkata",,,West bengal,India,,,,,,483800,273000,7.5,7.9,7.8,7.5,6.0,7.6,8.3,,"Techno India Salt Lake, Kolkata ",West bengal,"4,83,800","2,73,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Bengal College of Engineering and Technology,,,West bengal,India,,,,,,103600,112500,7.1,7.2,7.2,8.0,6.6,6.1,7.5,,Bengal College of Engineering and Technology ,West bengal,"1,03,600","1,12,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Dr. B.C. Roy Engineering College,,,West bengal,India,,,,,,108980,119000,7.7,7.9,7.7,8.1,7.3,7.2,7.8,,Dr. B.C. Roy Engineering College ,West bengal,"1,08,980","1,19,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Bengal College of Engineering,,,West bengal,India,,,,,,98500,,5.7,6.3,6.0,5.4,5.9,5.1,5.3,,Bengal College of Engineering ,West bengal,"98,500",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
